aum,net_ret,net_sharpe,drag,net_pnl
1000000.0,0.02577310756394871,0.8010697645673438,1.916033650614079e-05,25773.10756394871
10000000.0,0.025275947952886263,0.785823082701526,6.0590304094677696e-05,252759.47952886263
50000000.0,0.0243772231372254,0.758214421863364,0.00013548403873308318,1218861.15686127
100000000.0,0.0237037912212855,0.7374889227934398,0.000191603365061408,2370379.12212855
250000000.0,0.022367613356341735,0.6962775011018428,0.00030295152047338854,5591903.339085434
500000000.0,0.020861773814082198,0.6497036942193408,0.0004284381489950164,10430886.907041099
1000000000.0,0.01873219511066107,0.5836370494401028,0.0006059030409467771,18732195.11066107
2500000000.0,0.014506829698337921,0.4520374392350916,0.0009580168253070397,36267074.245844804
5000000000.0,0.009744946954052414,0.30332642200107207,0.0013548403873308319,48724734.77026207
