target_entropy_scale,dsr_eta,learning_rate,sharpe,total_return,max_dd,final_alpha,train_seconds
0.3,0.02,0.0003,1.744575929339733,0.512448214722669,-0.04105530311178485,0.038517676293849945,988.3
0.5,0.01,0.0003,1.6584516697712692,0.5014504654173346,-0.05323087800272386,0.03856901824474335,995.7
0.3,0.01,0.0003,1.3979595820602966,0.39143684813544755,-0.10269644556231816,0.04176608473062515,1009.3
0.5,0.02,0.0003,1.1595407988968003,0.2261184470480122,-0.11442367119702834,0.03157193958759308,979.7
0.7,0.02,0.0003,1.157587854495371,0.26557922818208946,-0.0762331845365265,0.026763293892145157,1042.0
0.5,0.005,0.0003,0.8660705349261033,0.025854695312378606,-0.10918749908894176,0.04141828790307045,989.2
0.3,0.005,0.0003,0.8607297036610226,0.18404415052514667,-0.08815560106743259,0.052233580499887466,979.6
0.7,0.005,0.0003,0.3025140789576862,-0.12950611165316483,-0.13749325017035707,0.02915964461863041,987.2
0.7,0.01,0.0003,0.16208610652762556,-0.14016677000066602,-0.1792844526934224,0.026989739388227463,979.2
